Restaurant Name,Negative Sentiment,Positive Sentiment
Dhaba @ Road Side,1,0
Dhaba Banani,1,0
Dhaba Chittagong,1,0
Dhaba Dhanmondi,1,0
Dhaba Mohammadpur,1,0
Dhaba-Ahsan Ahmed Road,1,0
Dhaka Allahar Dan Biryani House,1,0
Dhaka Asian Chotpoti & Fuchka House,1,0
Dhaka Bhaat Ghor,1,0
Dhaka Bhai Bhai Halim,1,0
Dhaka Bhat Ghor & Fuchka House,1,0
Dhaka Biriyani House,2,0
Dhaka Biriyani House & Restaurant,1,0
Dhaka Biryani,1,0
Dhaka Biryani & Fast Food,1,0
Dhaka Biryani House,5,0
Dhaka Biryani House & Kacchi Ghor,1,0
Dhaka Biryani House - Chandrima Housing,1,0
Dhaka Biryani House - Chowmuhani,1,0
Dhaka Biryani House - Dhaka Uddan,1,0
Dhaka Biryani House - Elephant Road,1,0
Dhaka Biryani House - Maijdee Court,1,0
Dhaka Biryani House - Mirpur 12,1,0
Dhaka Biryani House - Oxygen,1,0
Dhaka Biryani House- Gaibandha,1,0
Dhaka Castle Restaurant,1,0
Dhaka Chicken,1,0
Dhaka Chotpoti & Fuchka House,1,0
Dhaka Chotpoti and Fuska House,1,0
Dhaka Dessert Shop,2,1
Dhaka Dine,1,0
Dhaka Doi Fuchka & Chotpoti  House,1,0
Dhaka Fast Food & Biryani House,2,0
Dhaka Fastfood & Bar-Be-Que,1,0
Dhaka Food Chinese Restaurant and Bangla Party Center,1,0
Dhaka Food Gallery,1,0
Dhaka Food Hub,1,0
Dhaka Foods,1,0
Dhaka Fry King Momo Station,1,0
Dhaka Haji Biriyani - 1,1,0
Dhaka Haji Biriyani -4,1,0
Dhaka Haji Biryani - 2,1,0
Dhaka Haji Biryani -3,1,0
Dhaka Haji Biryani House,1,0
Dhaka Haji Biryani House - Gopalganj,1,0
Dhaka Hajir Biryani,1,0
Dhaka Hazi Biriyani House - Mid town,1,0
Dhaka Hazi Biryani - Palbari,1,0
Dhaka Hazi Biryani House -Central Road,1,0
Dhaka Hazi Nanna Biryani House And Restaurant,1,0
Dhaka Hotel,1,0
Dhaka Hotel & Restaurant,1,0
Dhaka Inside,1,0
Dhaka Jakir Shahi Biryani House,1,0
Dhaka Jinjira,1,0
Dhaka Kacchi Biryani and Kebab House,1,0
Dhaka Khana,1,0
Dhaka Khana 2,1,0
Dhaka Khichuri House - Mirpur,1,0
Dhaka Kitchen,3,0
Dhaka Lalbagh Biryani,1,0
Dhaka Metro,1,0
Dhaka Muslim Sweets & Bakery - Mirpur,1,0
Dhaka Nanna Biryani House,1,0
Dhaka Nanna Biryani House-Shapla,1,0
Dhaka Rannaghor,1,0
Dhaka Restaurant & Biryani House,1,0
Dhaka Shahi Biryani  House-Paira Chattor,1,0
Dhaka Shahi Biryani House-Shapla,1,0
Dhaka Tehari Ghor,1,0
Dhaka Tehari House & Burger House,1,0
Dhakai Biryani House,1,0
Dhakai Biryani House - Chowk Bazar,1,0
Dhakai Chap,1,0
Dhakai Nanna Biryani House,1,0
Dhakai biryani house premium,1,0
Dhakaiya - Sylhet,1,0
Dhakaiya - Uposhahor,1,0
Dhakaiya Alu Puri,2,0
Dhakaiya Baburchi,1,0
Dhakaiya Biryani House 2.O,1,0
Dhakaiya Burger,1,0
Dhakaiya Chaap,1,0
Dhakaiya Chaapkhana,1,0
Dhakaiya Chap - Sadar Hospital,1,0
Dhakaiya Chap Ghor & Biryani House,1,0
Dhakaiya Chotpoti-Fuchka & Doi Fuchka,1,0
Dhakaiya Dosa House,1,0
Dhakaiya Fuchka,1,0
Dhakaiya Kacchi Ghor,1,0
Dhakaiya Khanapina,1,0
Dhakaiya Mezzban,1,0
Dhakaiya Shad,1,0
Dhakaiya Special Burger House,1,0
Dhakar Bari Restora,1,0
Dhakar Mama Haleem,1,0
Dhakaya Chicken Shawarma,1,0
Dhamrai Dulal Fuchka,2,0
Dhanmondi Pitha Ghor,1,0
Dhanshiri Hotel & Restaurant,1,0
Dhanshiri Hotel & Restora,1,0
Dhanshiri Restaurant,1,0
Dhanshiri Restaurant - 3,1,0
Dhanshiri Restora,1,0
Dhansiri Gold Restora,1,0
Dhansiri Restaurant - Mymensingh,1,0
Dhoa Restaurant,1,0
Dhonepata Restaurant & Catering,1,0
Dhoop Fuchka,1,0
Dhroupodi's Kitchen,1,0
Dhumketu's Kitchen,1,0
Diamond Biriyani,1,0
Diamond Biryani,1,0
Diamond Biryani & Grill,1,0
Diamond Frozen Food,1,0
Diamond Hotel,11,2
Diamond Kitchen,1,0
Diba's Kitchen,2,0
Dibanishi Restaurant,1,0
Didar Bhai'r Chotpoti,1,0
Didir Nasta  Ghor,1,0
Diet House,1,0
Diganta Quality Food & Pastry - Shahjalal Market,1,0
Diganto Fast food & Bakery - Upozilla Gate,1,0
Diganto Pastry Shop Thana Road,1,0
Diganto Quality Food & Pastry - City Center,1,0
Diganto Thai Chinese & Kabab,1,0
Diggger,1,0
Dighir Chaap,1,0
Digital Sheba Ghar (Pandago),1,0
Dil Khush Juice Bar - 2 No. Gate,1,0
Dil Khush Juice Bar - Chawk Bazar,1,0
Dilaab Food,1,0
Dilder Bread & Sweets,1,0
Dilhy Bari,1,0
Dilruba Kebab & Curries,1,0
Dilruba's Cuisine,1,0
Dilruba's Kitchen,1,0
Dilshad,1,0
Dilshad Sweet,1,0
Dimsum Delight,1,0
Dina Ranna Ghor,1,0
Dina's Delight,1,0
Dinajpur Chotpoti O Fuchka House,1,0
Dinaâ€™s Dine-Uttara,1,0
Dine A Chaap by Tri State Eatery,1,0
Dine Divine,1,0
Dine Fine,1,0
Dine House - Nikunjo,1,0
Dine In Dhaba,1,0
Dine in a Metro,1,0
Diners Club,1,0
Dinette,1,0
Dingee Restaurant,1,0
Dinggi Fast Food,1,0
Dining Island,1,0
Dio's Espresso,1,0
Dip Foods,1,0
Dip In,1,0
Dip'z Pizza,1,0
Dipa Kitchen,1,0
Dipsha's Kitchen,1,0
Dish & Co,1,0
Dish & Spoon (Restaurant & Catering),1,0
DishCo,1,0
Divine Bites,2,0
Divine Cafe & Dine,1,0
Divine Cafe- Block B,1,0
Diyabari Restaurant Biryani & Kebab House,1,0
Doaan,1,0
Doctor's Kitchen,1,0
Doi Bari,1,0
Doi Bari & Juice Corner,1,0
Doi Bora,1,0
Doi Chira- Hawapara,1,0
Doi Fuchka Cafe,1,0
Doi Fuchka Hut,1,0
Doi Fuchka Hut - Afmi Plaza,1,0
Doi Fuska Ghor,1,0
Doi Ghor,1,0
Doi Hat Misty Bazar - Mymensingh,1,0
Doi Hat Misty Bazar - Uttara,1,0
Doi Misti,1,0
Doinik Ranna,1,0
Dolas Pastry,1,0
Dolce Vita Restaurant,1,0
Dolena's Dine,1,0
Doli's MOMO,1,0
Dolly's Kitchen,1,0
Doly's Kitchen,1,0
Dominous Pizza - Mirpur,1,0
Don Giovanni's Sizzler,1,0
Doner Dude,1,0
Donerci Turkiye Doner,1,0
Donia Juice Bar,1,0
Donmek,1,0
Donut's Heaven,1,0
Dorbar,1,0
Dos Locos Mexican Grill,1,0
Dos Locos Mexican Grill Chefs Table,1,0
Dosa Bhai,1,0
Dosa Express,1,0
Dosa House,1,0
Dosa Hut,1,0
Dosa Hut Coffee & Juice Bar,1,0
Dosai Restaurant,1,0
Dough,1,0
Dough & Cheese,1,0
Dowa Moni Biriyani House,1,0
Dowa's Kitchen,1,0
Down Town Cafe,1,0
Downtown Sirajganj,1,0
Doya Moni Biryani House,1,0
Dr. Green,1,0
Dragon Bowl - Superkitch,4,3
Dragon Eye,1,0
Dream 20 Restaurant,1,0
Dream Baker's,1,0
Dream Baker's - 2,1,0
Dream Burger & Tea,1,0
Dream Burger House,1,0
Dream Cafe,1,0
Dream Cafe & Boutique,1,0
Dream Cafe & Chinese,1,0
Dream Cook,1,0
Dream Food Corner,1,0
Dream Food Industry,1,0
Dream Foods & Kebab,1,0
Dream Grill Restaurant,1,0
Dream Home Kitchen,1,0
Dream House Lakeview Restaurant,1,0
Dream Kitchen,2,0
Dream Kitchen-Barisal,1,0
Dream Maloncho & Biryani House,1,0
Dream Pizza,1,0
Dream Touch Fast Food & Chinese Restaurant,1,0
Drinks & Heart,1,0
Dubai Biryani House & Restaurant,1,0
Dubai Bristro,1,0
Dubai Cafe & Restaurant,1,0
Duck Link,1,0
Duck Link Tangail,1,0
Dudhsagor,1,0
Dugout,1,0
Dui Bhai Chotpoti & Fuchka,1,0
Dui Vai Restaurant,1,0
Dulal Mamar Chotpoti - Narsingdi,1,0
Dulavai Hotel,1,0
Dulce - Cheragi Pahar,1,0
Dum Biriyani,1,0
Dum Ladhidh - Uttara,1,0
Dumpling and More,1,0
Dumplings Of Fury (Picnic),1,0
Dumplings Xpress,1,0
Dumplings Xpress - 60 Feet,1,0
Dumplings Xpress - Mohammadpur - Engaze AI - pandago,1,0
Dumplings of Fury - Bashundhara,1,0
Dupurer Khabar,1,0
Dure No jaiyum Ende Khaiyum,1,0
Durum (Turkish Doner) - Dhanmondi,1,0
Dustu Mamar Pizza,1,0
Duudhwala - Uposhohor,1,0
E Cafe & Juice Bar,1,0
E-Food,1,0
EATON,25,8
EFC Banasree,1,0
EHB Coffee Lime,1,0
EK Fast Food & Mini Chinese,1,0
EL Clasico 2.O - Jail,1,0
EL Foodee,1,0
EL TURKITO,1,0
ETTU,1,0
Easy Bites,1,0
Easy Recipe,1,0
Easy Recipe by Jannat,1,0
Easy Recipes By Sultana,1,0
Eat & Meet,1,0
Eat & Meet Restaurant - Gaibandha,1,0
Eat & Smile,1,0
Eat & Treat,1,0
Eat & Treat Restaurant & Party Center,1,0
Eat Da Meat BBQ & Sea Food,1,0
Eat Fresh - Eidgah,1,0
Eat Fun,1,0
Eat It,1,0
Eat It - Notunbazar,1,0
Eat N Bite,1,0
Eat Now,1,0
Eat Out,2,0
Eat Side Cafe,1,0
Eat Street,1,0
Eat'n Park,1,0
Eataliano,1,0
Eataria,1,0
Eater's Bay (FoodOx),1,0
Eatery,1,0
Eatery Restaurant,1,0
Eatgineerz,1,0
Eating Time,1,0
Eatzers,1,0
Eazdani Foods - PandaGo,1,0
Eco Friendly Family Food And Restaurants,1,0
Eden,1,0
Eden Restaurant & Kidz Zone,1,0
Edible BD - pandago,1,0
Edith,1,0
Edris Mamar Mojadar Chotpoti & Fuska,1,0
Eena's Kitchen,1,0
Ehan Hotel and Restaurant,1,0
Eju's Cuisine,1,0
Ek Chumuk,1,0
Ek Cup Cha & Juice Corner,1,0
Ek Cup Coffee,1,0
Ek Kamor,1,0
Ektu Shukh Hotel & Restaurant,1,0
El Clasico Cafe,1,0
El Foodee- Bells Park,1,0
El Olo,1,0
El Patron,1,0
El-Plato,1,0
Elaf Restaurant,1,0
Eleen Kitchen Khichuri House,1,0
Elegance Dine,1,0
Eleven - Food Park,1,0
Eleven Cafe,1,0
Elias Bhai Er Chotpoti And Fuchka House,1,0
Elias Kebab Wala,1,0
Elin's Kitchen,1,0
Elite Kitchen,1,0
Elixir-Rupayan,1,0
Ellie's Kitchen,1,0
Elma's Kitchen,1,0
Elza's Kitchen,1,0
Emoji Restaurant & Cafe,1,0
Emotion,1,0
Emotions Restaurant,1,0
Empire Kitchen,1,0
Emran Chotpoti Fuchka House,1,0
Emran's Home Kitchen,1,0
Encantos,11,11
Energy & Taste - EAT,1,0
Enjoyment Cafe,1,0
Ensure Kitchen,1,0
Erina's Catering,1,0
Erina's Kitchen,1,0
Erum's Kitchen,1,0
Eshan Snack & Coffee House,1,0
Eshar Rosuighor,1,0
Eshita's Kitchen,1,0
Esho Kisu Khai,1,0
Esho Kisu Khai Chotpoti Fuchka,1,0
Esrat Catering Service,1,0
Esrat Home Kitchen,1,0
Estetico Cafe,1,0
Esti Kutum,1,0
Esti-Kutum Hotel,1,0
Etu's Relish,1,0
Ety Kitchen,1,0
Euro Food,1,0
Euro Hut Restaurant & Party Center,1,0
"Euro Hut, Dhanmondi 27",1,0
European Fast Food,2,0
European Lounge BD,1,0
Eva Burger House,1,0
Eva Mart BD - pandago,1,0
Eva's Kitchen,1,0
Even Better Cafe,1,0
Evening Spice,1,0
Evening Valley,1,0
Event Food,1,0
Evergreen Ghorowa Kitchen,1,0
Everyday Meal,1,0
Excelente Restaurant,1,0
Excellent Food,1,0
Excellent Home Made Food,1,0
Excellent Sweets - Bashundhara,1,0
Exclusive Food Zone,1,0
Executive Kitchen,1,0
Exit,1,0
Exit Juice Coffee Ice Cream,1,0
Exness Cafe,1,0
Exotic Bengali Food,1,0
Exotic Rooftop Restaurant,1,0
Exotica,1,0
Exotica Restaurant (Hotel Supreme),1,0
Express Eats,1,0
Express Pizza,1,0
Expressions - Chocolates & Cakes,1,0
Expressions - Chocolates and Cakes - pandago,1,0
F Fancy Home Food,1,0
F. Tyrin Kitchen,1,0
F.A Chefy Cafy,1,0
F.A Juice Bar,1,0
FARS Hotel & Resorts,1,0
FAT CHEF,1,0
FC Hotel & Fast Food,1,0
FD Chotpoti & Shahi Haleem,1,0
FFC,1,0
FFC Fast Food Corner,1,0
FK Shirin Food Service,1,0
FLORIAN,1,0
FNF Cake N Shake,1,0
FNF Pastry Shop,1,0
FNS EATERY,1,0
FOOD BANK,1,0
FOOD FAIR,1,0
FOOD KING,1,0
FOOD STOVE,1,0
FOOD WAVE CAFE,1,0
FOODFOORTI,1,0
FOODIES TOWN,1,0
FP Kitchen,1,0
FPS Nawabi Kebab,1,0
FRJ Bhorta Bari Restaurant Lalbagh,1,0
FRK Catering,1,0
FRUITIFY,1,0
Faasos - Agrabad,1,0
Faasos - Barisal,1,0
Faasos - Comilla,1,0
Faasos - Faridpur,1,0
Faasos - Khulna,1,0
Faasos - Lalbagh,1,0
Faasos - Rangpur,1,0
Faasos - Sylhet,1,0
Faasos - Tongi,1,0
Face Food,1,0
Facebook Cafe,1,0
Facebook Shahi Chotpoti House,1,0
Fadak Food,1,0
Fahim's Kitchen,1,0
Fahima's Kitchen,1,0
Fahimer Shushadu Chotpoti And Fuchka,1,0
Fahmida's Kitchen,1,0
Fahmuda's Kitchen,1,0
Faiha Food Service,1,0
Faija's Kitchen,1,0
Fairy Wings Kitchen,1,0
Faith Dining,1,0
Faiyaz Home Kitchen,1,0
Faiza Coffee House,1,0
Faiza Food Island,1,0
Faiza's Kitchen,1,0
Faizane Madina Biryani House - Boba Biryani,26,14
Faizane Modina Chotpoti House,1,0
Faizas Coffee & Juice Bar,1,0
Fajitas - Elephant Road,1,0
Falafel,1,0
Faloodaology- Khulna,1,0
Families Kitchen,1,0
Family Dine,1,0
Family Dine Restaurant,1,0
Family Food Corner - PandaGo,1,0
Family Foods,1,0
Family Fried Chicken - FFC,1,0
Family Homemade Kitchen,1,0
Family Kitchen,2,0
Famous Fuchka & Chotpoti,1,0
Famous Kacchi & Biryani- Mirpur,1,0
Famous Sweets - Bashundhara,1,0
Fancy Fatman,1,0
Fancy Food,1,0
Fancy Meat & Fry,1,0
Fancy's Home Kitchen,1,0
Fantastic Burger,1,0
Fantasy Burger,2,0
Fantasy Food,2,0
Fantasy Hotel and Restaurant,1,0
Fantasy Pizza,1,0
Farah's Kitchen,1,0
Farha's Kitchen,1,0
Farhan Diya Food's Corner,1,0
Farhan Kitchen,1,0
Farhana Fuchka & Snacks,1,0
Farhana Home Food,1,0
Farhana's Home Kitchen,1,0
Farhana's Kitchen,6,0
Farhanaâ€™s Cuisine,1,0
Farhanaâ€™s Kitchen,1,0
Farhanâ€™s Ranna Ghor,1,0
Farhin's Kitchen,1,0
Fariha's Kitchen,2,0
Farishta's Cooking,1,0
Fariyaâ€™s Cook Book,1,0
Farjana  Cake House,1,0
Farjana Cake House,1,0
Farjana's Homemade Food BD,1,0
Farjana's Kitchen,2,0
Farjana's Kitchen - Uttara,1,0
Farmgate Restaurant,1,0
Farmhouse Burger,1,0
Faruk Food Corner,1,0
Faruqia Bakery & Sweets,1,0
Faruque & Son's Food Corner,1,0
Farzana's Cooking Gallery,1,0
Farzana's Cooking Zone,1,0
Farzana's Home Kitchen,1,0
Farzana's Kitchen,4,0
Farzi Cafe Dhaka,1,0
Farzuâ€™s Kitchen,1,0
Fashion Recipe,1,0
Fast & Fresh - Chittagong,1,0
Fast & Furious,1,0
Fast Food & Good,1,0
Fast Food Gallery,1,0
Fast Food House -Kishoregonj,1,0
Fast Food King,1,0
Fast Food and Mini Chinese,1,0
Fast N Food,1,0
Fast N Fresh,1,0
Fast Taste,1,0
Fat Boy Pies (Picnic),1,0
Fat Chef,1,0
Fat Crumbs,1,0
Fat Food,1,0
Fat Joe's,1,0
Fatama's Cook Zone,1,0
Fatema Chop House,1,0
Fatema Cuisine,1,0
Fatema's Kitchen,5,0
Fatemaâ€™s Kitchen,1,0
Father's Kitchen,1,0
Fatiha Bhat Ghor,1,0
Fatman Burger,1,0
Fatso,1,0
Fattah's Food,1,0
Fatty Bro's,1,0
Fatty Burger,1,0
Favorite Cuisines,1,0
Faysal Hotel,1,0
Fazlul Haque Mushroom Food Corner,1,0
Feast & Fiesta,1,0
Feed Me,1,0
Feed Treat,1,0
Feel Eat,1,0
Feel Food,1,0
Feel Hungry,4,0
Feel N Chill,1,0
Feni Cake Shop- pandago,1,0
Feni Food Catering House,1,0
Feni Hotel & Restaruant,1,0
Feni Iftar Bazar,1,0
Feni Kitchen,1,0
Feni Nabab Biryani House - Trunk Road,1,0
Ferdausi's Kitchen - Aftabnagar,1,0
Ferdous Kitchen,1,0
Feroza's Kitchen,1,0
FiF Restaurant & Party Center,1,0
Fiddlehead Restaurant,1,0
Fill,1,0
Fill'iz,1,0
Filmy Cafe,1,0
Finger Bites,1,0
Finger Licks Cafe,1,0
Fiore Rooftop,1,0
Fire Burger House,1,0
Fire Club Pizza,1,0
Fire House,1,0
Fire Station,1,0
Firoja Cooking House,1,0
Fish Fish,1,0
Fish Food Gallery,1,0
Fish n Meat - Banasree,1,0
Fishebella - GEC,1,0
Fisher Village & Fast Food,1,0
Fit Foods,1,0
Fitfoods - Kazipara,1,0
Fitfoods- Ahmedpur,1,0
Five Sisters Fast Food,1,0
Five Sisters- Jallarpar,1,0
Five Star,4,0
Five Star (Fried Chicken Palace),1,0
Five Star Bhaat Ghar,1,0
Five Star Burger & Pizza House,1,0
Five Star Chinese Restaurant,1,0
Five Star Restora,1,0
Five Star- Goran,1,0
Fizan's Burger Shop,1,0
Flame Express,1,0
Flame On,2,0
Flame On Sky,1,0
Flame On Sky - 2,1,0
Flamer Den Bashundhara,1,0
Flamer Den Kalshi,1,0
Flamer Den Sylhet,1,0
Flancos,1,0
Flavio,1,0
Flavor of Thai-Gulshan 2,1,0
Flavors Unlimited,1,0
Flavors of Bethuli,1,0
Flavour E Fire,1,0
Flavour Log Restaurant & Catering,1,0
Flavours (Home Foodies),1,0
Flavours Cafe & Restaurant,1,0
Flavours Castle,1,0
Flavours N Feast,1,0
Florence Kitchen,1,0
Florentine,1,0
Flour Pun,1,0
FnF Pastry Shop,1,0
FnF Restaurant - Gopalganj,1,0
Foddies,1,0
Food  Bomb,1,0
Food & Feel Cafe,1,0
Food & Fun,1,0
Food & Fun Pastry Shop,1,0
Food 4 U,1,0
Food ATM,1,0
Food Addict,1,0
Food Addicts Lounge,1,0
Food Adora,1,0
Food Affairs,1,0
Food Amore,1,0
Food Avenue - Chittagong,1,0
Food Avenue Rooftop,1,0
Food Bari,1,0
Food Beauty,1,0
Food Blast,1,0
Food Box,3,0
Food Box - Mirpur,1,0
Food Box By Suma,1,0
Food Bunker,1,0
Food Burger House - Shahjadpur,8,5
Food Burger House- Mirpur,1,0
Food Buzz,2,0
Food Buzzz - Cox's Bazar,1,0
Food Cab,1,0
Food Cage Cafe,1,0
Food Campus Live Music Cafe,1,0
Food Capital,5,0
Food Care Plus  Fast food & Chinese,1,0
Food Care Plus Restaurant,1,0
Food Carnival - Bogra,1,0
Food Cart,1,0
Food Castle,1,0
Food Center,1,0
Food Chain Restaurant,1,0
Food Chef,1,0
Food Chemistry,1,0
Food Chicck,1,0
Food Choice - Bagerhat,1,0
Food Choice Restaurant,1,0
Food Circle,1,0
Food Circle-Barisal,1,0
Food City,2,0
Food City - Nazira Bazar,1,0
Food City Restaurant,1,0
Food City â€“ Live Pizza & Burger,1,0
Food Closet,1,0
Food Club,2,0
Food Club Fuchka,1,0
Food Cockpit,1,0
Food Combo Plus,1,0
Food Corner,3,0
Food Corridor,1,0
Food Cottage,2,0
Food Court-Kazipara,1,0
Food Cravings By Faiza's Mom,1,0
Food Crush,1,0
Food Delight,3,0
Food Dining,1,0
Food Divine - ECB,1,0
Food Door Cafe & Restaurant,1,0
Food Engineering,1,0
Food Engineering - Branch 2,1,0
Food Express,1,0
Food Express - Tongi,1,0
Food Express BD,1,0
Food Factory,2,0
Food Factory - Bhola,1,0
Food Factory - Gazipur,1,0
Food Factory Chittagong,1,0
Food Fair,1,0
Food Fair Chinese Restaurant,1,0
Food Fantasy,2,0
Food Fantasy - Bogra,1,0
Food Feast By Mohua,1,0
Food Fest,4,0
Food Festive,1,0
Food Fete,1,0
Food Fiesta,2,0
Food Fiesta - Chittagong,1,0
Food Fiesta Kebab & Biryani,1,0
Food Five Star,1,0
Food Fountain,1,0
Food Freak,1,0
Food From Kitchen,1,0
Food Galaxy,1,0
Food Galaxy - Uttara,1,0
Food Gallery,2,0
Food Gallery - Savar,1,0
Food Gallery - Tilagor,1,0
Food Gallery Fast Food & Restaurant,1,0
Food Gallery Hotel & Biryani House,1,0
Food Gang - ECB,1,0
Food Garage - Tangail,1,0
Food Garden,3,0
Food Garden - Ishwardi,1,0
Food Garden - Kamrangirchar,1,0
Food Garden - Khulna,1,0
Food Garden-Ahsan Ahamed road,1,0
Food Ghor,1,0
Food Hawker,1,0
Food Heart,1,0
Food Hearted,1,0
Food Heaven,2,0
Food Heaven - Chittagong,1,0
Food Heaven - Dhanmondi,1,0
Food Home - Dinajpur,1,0
Food Home Fried Chicken,1,0
Food House,5,0
Food House Restaurant,2,0
Food Hub,2,0
Food Hunt,1,0
Food Hunt - Uttara,1,0
Food Hunter,1,0
Food Hunter Tong,1,0
Food Hut,2,0
Food Hut - Joydebpur,1,0
Food Hut - Sylhet,1,0
Food Hut Restaurant - Chorpara,1,0
Food In,1,0
Food Island,2,0
Food Island - Dhanmondi,1,0
Food King,2,0
Food King - Barisal,1,0
Food Kitchen Restaurant,1,0
Food Koly,1,0
Food Kraft,1,0
Food Lab,3,0
Food Lab - Dhanmondi,1,0
Food Lab - Feni,1,0
Food Land,3,0
Food Land Cafe,1,0
Food Land Cafe - Biryani & Kebab House,1,0
Food Land Chinese Restaurant,1,0
Food Land Restaurant,1,0
Food Leader - Palli Bidyut,1,0
Food Like India,1,0
Food Lounge,1,0
Food Love,1,0
Food Lover,1,0
Food Lover Kitchen,1,0
Food Lovers,4,0
Food Lovers - Savar,1,0
Food Lovers Heaven - Mirpur,1,0
Food Lovers Restaurant,1,0
Food Madness,1,0
Food Mahal,1,0
Food Marine,1,0
Food Mart,1,0
Food Mart - 1,1,0
Food Mart Restaurant - Nabinagar,1,0
Food Master,1,0
Food Mate,1,0
Food Melodies,1,0
Food Mobile,1,0
Food Mohol,1,0
Food Mohol Restaurant & Cafe,1,0
Food Mohol and Biryani House,1,0
Food Moments,1,0
Food Mood,1,0
Food N Bite Express BD,1,0
Food Ninja,1,0
Food Nocturnal,1,0
Food O'Clock,1,0
Food O'Clock  Gowrango Bazar,1,0
Food Ocean,1,0
Food Orchid,1,0
Food Packer,1,0
Food Palace,16,3
Food Palace - Gulshan,1,0
Food Palace - Mirpur -12,1,0
Food Palace Chinese Restaurant,1,0
Food Paradise,3,0
Food Park,2,0
Food Park - Joydebpur,1,0
Food Park Cafe -04,1,0
Food Park Restaurant,1,0
Food Park Stall -10,1,0
Food Park Stall-5 ( QQ FORMOSA & SMOOTHIE ),1,0
Food Path,1,0
Food Peon,1,0
Food Peyala,1,0
Food Picasso,1,0
Food Place Home kitchen,1,0
Food Place- Shwapno,1,0
Food Planet Restaurant,1,0
Food Plate,1,0
Food Point,3,0
Food Point - Khulna,1,0
Food Pool,1,0
Food Portal,1,0
Food Quest by Bridget,1,0
Food Rapido - City Centre,1,0
Food Republic,1,0
Food Restaurant,1,0
Food River,1,0
Food Road,1,0
Food Safari - 1,1,0
Food Sahaba,1,0
Food Siesta,1,0
Food Splendor,1,0
Food Squad,1,0
Food Station,4,0
Food Stories,1,0
Food Storm,1,0
Food Studio,1,0
Food Studio-  Fuska Walla,1,0
Food Studio-Mama Noura,1,0
Food Superior,1,0
Food Tawam- pandago,1,0
Food Temptation - Kumarpara,1,0
Food Terminal,1,0
Food Terminal - Mirpur,1,0
Food Theatre,1,0
Food Time - Mymensingh,1,0
Food Times,1,0
Food Train & Juice Bar,1,0
Food Tray,1,0
Food Trip Restaurant,1,0
Food Truck,3,0
Food Truck BBQ & Grill,1,0
Food Valley (Pastry Shop),1,0
Food Valley Cafe,1,0
Food Valley Chinese & Fast Food Restaurant,1,0
Food View,1,0
Food Villa,3,0
Food Villa Bangla,1,0
Food Villa LK,1,0
Food Village,2,0
Food Village Restaurant,1,0
Food World,2,0
Food Zone,2,0
Food Zone - Andarkilla,1,0
Food Zone - Chittagong,1,0
Food Zone - pandago,1,0
Food Zone 0.2,1,0
Food Zone Fast Food - Tongi,1,0
Food and Beverage Company,1,0
Food and Spice,1,0
Food and chotpoti house,1,0
Food for Family,2,0
Food in Oven,1,0
Food'e,1,0
Food's City,1,0
FoodFnf,1,0
FoodLab,1,0
FoodMarket by 7 Dayz,1,0
FoodMini,1,0
Foodani Fastfood & Restaurant,1,0
Foodbank - Madaripur,1,0
Foodbite,1,0
Foodbook Home Kitchen,1,0
Foodbox,1,0
Foodedo,1,0
Foodela Home Kitchen Delivery (pandago),1,0
Foodhatt,1,0
Foodhut - Banasree,1,0
Foodi Food Corner,1,0
Foodictedd,1,0
Foodie,1,0
Foodie - Ctg Homemade Food,1,0
Foodie Blinders,1,0
Foodie Fan,1,0
Foodie Kitchen,2,0
Foodie Lajawab,1,0
Foodie Mama,1,0
Foodie Station,1,0
Foodies,2,0
Foodies Diary,1,0
Foodies Goodies,1,0
Foodies Haat,1,0
Foodies Hut,2,0
Foodies Kitchen,1,0
Foodies Planet,1,0
Foodies Point,1,0
Foodies Queen,1,0
Foodies Station,1,0
Foodies Tunnel,1,0
Foodies Yumm,1,0
Foodies' Fest,1,0
Foodish,1,0
Foodism Fast Food & Chinese,1,0
Foodista.BD,1,0
Foodistan,1,0
Foodium,1,0
Foodizzz Food,1,0
Foodland Bakery- Shahjahanpur,1,0
Foodland Cafe,1,0
Foodload,1,0
Foodnest - Green Road,1,0
Foodology,1,0
Foodoo,1,0
Foodox,1,0
Foodpion,1,0
Foodport And Ice -Cream Parlour,1,0
Foods & Kitchen,1,0
Foods Village,1,0
Foodsio,1,0
Foodsta Restaurant,1,0
Foodswiggy,1,0
Foodtastic,1,0
Foodvio Cooking,1,0
Foody,2,0
Foody Flavor,1,0
Foody Mart,1,0
Foogle,1,0
Fools Diner,1,0
Footsteps,1,0
Foreman's Kitchen,1,0
Forhad Hotel,1,0
Forhad Restaurant,1,0
Forked,1,0
Formosa QQ Smoothie & Ice Cream,1,0
Formosa QQ Tea - Chittagong,1,0
Fortune Square Dine,1,0
Four Guys Burger & Fries - Gulshan,1,0
Foyez Snacks,1,0
Foyez Snacks- 2,1,0
Foyzia Restaurant & Biryani House,1,0
Foyâ€™sLake Resort Restaurant,1,0
Frangos,1,0
Frank's Kitchen,1,0
Freaky Bowl,1,0
Freaky Fries,1,0
Free Bee Kitchen,1,0
Freeze & Frizzle,1,0
French Mini Fast Food-Malopara,1,0
Frenchie's - Gulshan,1,0
Fresh Bake,1,0
Fresh Bite - Khilgaon,1,0
